filename,category,faction,prompt,model,path,status,error,cost_usd
units/codex-mirmi-small-03.png,units,codex,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: mirmi small (unit). Faction vibe: organic biomorphic amber-green flowing leaf forms. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Living olive and moss-green leaf armor, pale twisting woody roots and tendrils, warm luminous amber seed core; elegant biomorphic curves and subtle leaf veins, not a metal robot painted green. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/codex-mirmi-small-03.png,success,,0.0035
units/ohmypi-mirmi-small-03.png,units,ohmypi,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: mirmi small (unit). Faction vibe: mechanical brass-orange steel servo industrial. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Weathered brass, dark steel and restrained orange glow; chunky riveted shells, flywheel joints, visible pistons and servo mechanisms, sturdy industrial craftsmanship. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/ohmypi-mirmi-small-03.png,success,,0.0035
units/neutral-mirmi-small-03.png,units,neutral,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: mirmi small (unit). Faction vibe: shared utility matte gray-teal no faction crest. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Shared utilitarian matte gray-teal equipment, restrained metal materials, no faction crest or faction-specific crystal, foliage or brass ornament. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/neutral-mirmi-small-03.png,success,,0.0035
units/cursor-mirmi-armed-04.png,units,cursor,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: mirmi armed (unit). Faction vibe: angular crystalline cyan-slate sharp facets. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Dark slate beveled armor framing luminous cyan crystal shards, angular triangular negative spaces, articulated blade-like limbs; premium tactile painted metal and crystal, not neon line art. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/cursor-mirmi-armed-04.png,success,,0.0035
units/codex-mirmi-armed-04.png,units,codex,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: mirmi armed (unit). Faction vibe: organic biomorphic amber-green flowing leaf forms. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Living olive and moss-green leaf armor, pale twisting woody roots and tendrils, warm luminous amber seed core; elegant biomorphic curves and subtle leaf veins, not a metal robot painted green. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/codex-mirmi-armed-04.png,success,,0.0035
units/ohmypi-mirmi-armed-04.png,units,ohmypi,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: mirmi armed (unit). Faction vibe: mechanical brass-orange steel servo industrial. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Weathered brass, dark steel and restrained orange glow; chunky riveted shells, flywheel joints, visible pistons and servo mechanisms, sturdy industrial craftsmanship. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/ohmypi-mirmi-armed-04.png,success,,0.0035
units/neutral-mirmi-armed-04.png,units,neutral,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: mirmi armed (unit). Faction vibe: shared utility matte gray-teal no faction crest. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Shared utilitarian matte gray-teal equipment, restrained metal materials, no faction crest or faction-specific crystal, foliage or brass ornament. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/neutral-mirmi-armed-04.png,success,,0.0035
units/cursor-drone-05.png,units,cursor,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: drone (unit). Faction vibe: angular crystalline cyan-slate sharp facets. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Dark slate beveled armor framing luminous cyan crystal shards, angular triangular negative spaces, articulated blade-like limbs; premium tactile painted metal and crystal, not neon line art. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/cursor-drone-05.png,success,,0.0035
units/codex-drone-05.png,units,codex,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: drone (unit). Faction vibe: organic biomorphic amber-green flowing leaf forms. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Living olive and moss-green leaf armor, pale twisting woody roots and tendrils, warm luminous amber seed core; elegant biomorphic curves and subtle leaf veins, not a metal robot painted green. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/codex-drone-05.png,success,,0.0035
units/ohmypi-drone-05.png,units,ohmypi,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: drone (unit). Faction vibe: mechanical brass-orange steel servo industrial. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Weathered brass, dark steel and restrained orange glow; chunky riveted shells, flywheel joints, visible pistons and servo mechanisms, sturdy industrial craftsmanship. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/ohmypi-drone-05.png,success,,0.0035
units/neutral-drone-05.png,units,neutral,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: drone (unit). Faction vibe: shared utility matte gray-teal no faction crest. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Shared utilitarian matte gray-teal equipment, restrained metal materials, no faction crest or faction-specific crystal, foliage or brass ornament. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/neutral-drone-05.png,success,,0.0035
units/cursor-tankette-06.png,units,cursor,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: tankette (unit). Faction vibe: angular crystalline cyan-slate sharp facets. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Dark slate beveled armor framing luminous cyan crystal shards, angular triangular negative spaces, articulated blade-like limbs; premium tactile painted metal and crystal, not neon line art. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/cursor-tankette-06.png,success,,0.0035
units/codex-tankette-06.png,units,codex,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: tankette (unit). Faction vibe: organic biomorphic amber-green flowing leaf forms. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Living olive and moss-green leaf armor, pale twisting woody roots and tendrils, warm luminous amber seed core; elegant biomorphic curves and subtle leaf veins, not a metal robot painted green. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/codex-tankette-06.png,success,,0.0035
units/ohmypi-tankette-06.png,units,ohmypi,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: tankette (unit). Faction vibe: mechanical brass-orange steel servo industrial. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Weathered brass, dark steel and restrained orange glow; chunky riveted shells, flywheel joints, visible pistons and servo mechanisms, sturdy industrial craftsmanship. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/ohmypi-tankette-06.png,success,,0.0035
units/neutral-tankette-06.png,units,neutral,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: tankette (unit). Faction vibe: shared utility matte gray-teal no faction crest. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Shared utilitarian matte gray-teal equipment, restrained metal materials, no faction crest or faction-specific crystal, foliage or brass ornament. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/neutral-tankette-06.png,success,,0.0035
units/cursor-walker-07.png,units,cursor,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: walker (unit). Faction vibe: angular crystalline cyan-slate sharp facets. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Dark slate beveled armor framing luminous cyan crystal shards, angular triangular negative spaces, articulated blade-like limbs; premium tactile painted metal and crystal, not neon line art. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/cursor-walker-07.png,success,,0.0035
units/codex-walker-07.png,units,codex,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: walker (unit). Faction vibe: organic biomorphic amber-green flowing leaf forms. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Living olive and moss-green leaf armor, pale twisting woody roots and tendrils, warm luminous amber seed core; elegant biomorphic curves and subtle leaf veins, not a metal robot painted green. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/codex-walker-07.png,success,,0.0035
units/ohmypi-walker-07.png,units,ohmypi,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: walker (unit). Faction vibe: mechanical brass-orange steel servo industrial. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Weathered brass, dark steel and restrained orange glow; chunky riveted shells, flywheel joints, visible pistons and servo mechanisms, sturdy industrial craftsmanship. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/ohmypi-walker-07.png,success,,0.0035
units/neutral-walker-07.png,units,neutral,"ORIGINAL premium isometric RTS game asset for mirmicode. Subject: walker (unit). Faction vibe: shared utility matte gray-teal no faction crest. Three-quarter isometric camera, 30 degree elevation, facing lower-right, soft upper-left key light, crisp readable silhouette, single centered subject on 1024x1024 canvas, transparent PNG alpha background preferred, no franchise IP, no logos, no text, no watermark, production game art. Art direction: Shared utilitarian matte gray-teal equipment, restrained metal materials, no faction crest or faction-specific crystal, foliage or brass ornament. Entire unit fits within 800 by 700 pixels with nominal bottom anchor y=850; generous empty margins, no clipping. Orthographic three-quarter isometric, approximately 30 degrees elevation, clearly facing lower-right. Transparent alpha only if genuinely supported; otherwise perfectly flat solid #20242A background, no gradient, no floor, no scenery, no vignette, no background cast shadow, no checkerboard. No text, logos or watermarks.",image-01,/Users/howard/output/mirmicode/rts-art-v2/units/neutral-walker-07.png,success,,0.0035
